Time Step,   1,Stress Period,   1,Sim. Time, 1.000000E+00,Freyberg,
                ,  ZONE   1      ,  ZONE   2      ,  ZONE   3      ,
                ,    IN          ,    IN          ,    IN          ,
Total OUT       ,    7.198979E+03,    7.134894E+03,    3.317077E+03,
 IN-OUT         ,   -3.025236E+03,   -2.384013E+01,   -4.767794E+01,
Percent Error   ,   -5.320163E+01,   -3.346934E-01,   -1.447753E+00,
,
Time Step,   1,Stress Period,  18,Sim. Time, 1.800000E+01,Freyberg,
                ,  ZONE   1      ,  ZONE   2      ,  ZONE   3      ,
                ,    IN          ,    IN          ,    IN          ,
         STORAGE,    1.089741E+03,    8.380412E+02,    8.375329E+02,
   CONSTANT HEAD,    0.000000E+00,    0.000000E+00,    0.000000E+00,
   FROM ZONE   0,    0.000000E+00,    0.000000E+00,    0.000000E+00,
   FROM ZONE   1,    0.000000E+00,    4.955522E+03,    4.471666E+02,
   FROM ZONE   2,    5.079924E+03,    0.000000E+00,    2.459374E+03,
   FROM ZONE   3,    4.256171E+02,    2.388989E+03,    0.000000E+00,
Total IN        ,    6.595282E+03,    8.182553E+03,    3.744074E+03,
                ,   OUT          ,   OUT          ,   OUT          ,
         STORAGE,    1.371040E+02,    7.876383E+01,    7.924902E+01,
   CONSTANT HEAD,    7.618023E+02,    5.855671E+02,    8.923665E+02,
     TO ZONE   0,    0.000000E+00,    0.000000E+00,    0.000000E+00,
     TO ZONE   1,    0.000000E+00,    5.079924E+03,    4.256171E+02,
     TO ZONE   2,    4.955522E+03,    0.000000E+00,    2.388989E+03,
     TO ZONE   3,    4.471666E+02,    2.459374E+03,    0.000000E+00,
Total OUT       ,    6.301595E+03,    8.203630E+03,    3.786222E+03,
 IN-OUT         ,    2.936873E+02,   -2.107684E+01,   -4.214821E+01,
Percent Error   ,    4.554394E+00,   -2.572514E-01,   -1.119431E+00,
,
Time Step,   1,Stress Period,  19,Sim. Time, 1.900000E+01,Freyberg,
                ,  ZONE   1      ,  ZONE   2      ,  ZONE   3      ,
                ,    IN          ,    IN          ,    IN          ,
         STORAGE,    1.292092E+03,    7.082726E+02,    7.017118E+02,
   CONSTANT HEAD,    0.000000E+00,    0.000000E+00,    0.000000E+00,
   FROM ZONE   0,    0.000000E+00,    0.000000E+00,    0.000000E+00,
   FROM ZONE   1,    0.000000E+00,    3.798092E+03,    4.408145E+02,
   FROM ZONE   2,    3.136075E+03,    0.000000E+00,    1.886991E+03,
   FROM ZONE   3,    4.157650E+02,    1.420971E+03,    0.000000E+00,
Total IN        ,    4.843933E+03,    5.927336E+03,    3.029517E+03,
                ,   OUT          ,   OUT          ,   OUT          ,
         STORAGE,    4.043287E+02,    3.491850E+02,    3.478694E+02,
   CONSTANT HEAD,    7.470444E+02,    5.700106E+02,    8.747643E+02,
     TO ZONE   0,    0.000000E+00,    0.000000E+00,    0.000000E+00,
     TO ZONE   1,    0.000000E+00,    3.136075E+03,    4.157650E+02,
     TO ZONE   2,    3.798092E+03,    0.000000E+00,    1.420971E+03,
